rank,dataset,field,family,question,unique_values,score,top_values_json
2646,251205_TFG-Contractor-Index-Q1,conditionsMidwest,fielding_technical,,2,0.9307,"[[""1"", 176, 8, 0.045454545454545456, -0.06502381445433837], [""0"", 702, 89, 0.1267806267806268, 0.016302266871742965]]"
2647,260300_ECHO,q11br6c3,ownership_use_product,,2,0.9294,"[[""1"", 276, 112, 0.4057971014492754, 0.052668110389249845], [""0"", 1290, 441, 0.34186046511627904, -0.011268525943746499]]"
2648,260404_ADDO,q32_Lr3r16,switching_loyalty,,6,0.9293,"[[""4"", 79, 15, 0.189873417721519, -0.0741383816885105], [""3"", 13, 5, 0.38461538461538464, 0.12060358520535513], [""5"", 64, 15, 0.234375, -0.029636799410029502], [""__MISSING__"", 1197, 323, 0.2698412698412698, 0.0058294704312403245]]"
2649,260206_OC-BH,q135_Lr7,ownership_use_product,ow likely are you to recommend Weatherables to ?,9,0.9282,"[[""__MISSING__"", 2133, 370, 0.17346460384435067, 0.00017440051717876326]]"
2650,260404_ADDO,q32_Lr3r11,switching_loyalty,,7,0.9262,"[[""3"", 32, 6, 0.1875, -0.0765117994100295], [""5"", 56, 12, 0.21428571428571427, -0.04972608512431523], [""__MISSING__"", 1197, 323, 0.2698412698412698, 0.0058294704312403245], [""4"", 63, 17, 0.2698412698412698, 0.0058294704312403245]]"
2651,260401_-OC-CAN,q37r5,matrix_attributes,,3,0.9255,"[[""1"", 35, 8, 0.22857142857142856, -0.15500865218227264], [""__MISSING__"", 669, 263, 0.3931240657698057, 0.009543985016104484], [""0"", 39, 14, 0.358974358974359, -0.024605721779342227]]"
2652,260206_OC-BH,q72r12,demographic_profile,,3,0.9249,"[[""0"", 281, 37, 0.13167259786476868, -0.04161760546240323], [""1"", 37, 3, 0.08108108108108109, -0.09220912224609082], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2653,260111_Delta-Water-Filtration,q4r6,demographic_profile,,2,0.9247,"[[""1"", 222, 44, 0.1981981981981982, -0.05900801022752242], [""0"", 1131, 304, 0.268788682581786, 0.011582474156065392]]"
2654,260200_SBD,q38_Lr13,demographic_profile,How appropriate does the “Powered by DEWALT” concept feel for professional jobsite use in the Lunch Boxes category?,5,0.9243,"[[""3"", 7, 2, 0.2857142857142857, -0.15901252495915774], [""5"", 9, 3, 0.3333333333333333, -0.11139347734011013], [""4"", 6, 3, 0.5, 0.05527318932655656], [""__MISSING__"", 763, 340, 0.4456094364351245, 0.0008826257616810773]]"
2655,260206_OC-BH,q72r4,demographic_profile,,3,0.9241,"[[""0"", 262, 31, 0.1183206106870229, -0.054969592640149], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 56, 9, 0.16071428571428573, -0.012575917612886178]]"
2656,260404_ADDO,q32_Lr4r3,switching_loyalty,,5,0.9222,"[[""5"", 72, 14, 0.19444444444444445, -0.06956735496558505], [""__MISSING__"", 1216, 326, 0.2680921052631579, 0.0040803058531284075], [""4"", 56, 14, 0.25, -0.014011799410029502], [""3"", 11, 3, 0.2727272727272727, 0.008715473317243205]]"
2657,260206_OC-BH,q64r7,demographic_profile,,3,0.9216,"[[""0"", 313, 40, 0.12779552715654952, -0.04549467617062239], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2658,260300_ECHO,q23_2026_Lr10r7,brand_funnel_ad,,8,0.9214,"[[""7"", 49, 14, 0.2857142857142857, -0.06741470534573984], [""10"", 103, 33, 0.32038834951456313, -0.03274064154546241], [""8"", 73, 28, 0.3835616438356164, 0.030432652775590874], [""6"", 23, 7, 0.30434782608695654, -0.048781164973069], [""9"", 83, 31, 0.37349397590361444, 0.020364984843588896], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255]]"
2659,260206_OC-BH,q103_Lr3r17,ownership_use_product,,7,0.9199,"[[""4"", 21, 2, 0.09523809523809523, -0.07805210808907667], [""5"", 17, 4, 0.23529411764705882, 0.062003914319886916], [""__MISSING__"", 2110, 364, 0.17251184834123223, -0.0007783549859396721]]"
2660,260206_OC-BH,q49_Lr11r12,demographic_profile,,5,0.9192,"[[""5"", 23, 7, 0.30434782608695654, 0.13105762275978464], [""4"", 12, 4, 0.3333333333333333, 0.1600431300061614], [""__MISSING__"", 2122, 364, 0.17153628652214892, -0.001753916805022987]]"
2661,260403_Masterlock-Conjoint,q10_Lr9,ownership_use_product,[lockk.PNG]What type of security performance best describes the keyed padlock from the image?,4,0.9178,"[[""3"", 124, 19, 0.1532258064516129, -0.07166502324271024], [""2"", 184, 47, 0.2554347826086957, 0.030543952914372535], [""1"", 105, 27, 0.2571428571428571, 0.032252027448533976], [""__MISSING__"", 503, 113, 0.22465208747514911, -0.00023874221917402627]]"
2662,260200_SBD,q38_Lr7,demographic_profile,How appropriate does the “Powered by DEWALT” concept feel for professional jobsite use in the Warehouse Floor Robots category?,4,0.9177,"[[""5"", 30, 18, 0.6, 0.15527318932655654], [""3"", 7, 2, 0.2857142857142857, -0.15901252495915774], [""__MISSING__"", 727, 320, 0.4401650618982118, -0.004561748775231633], [""4"", 23, 10, 0.43478260869565216, -0.009944201977791278]]"
2663,260300_ECHO,q24r18oe,brand_funnel_ad,What information do you typically look for when researching outdoor power equipment? - Other (please specify),6,0.9176,"[[""__MISSING__"", 1561, 552, 0.35361947469570787, 0.0004904836356823261]]"
2664,260300_ECHO,q24r7,brand_funnel_ad,,2,0.9143,"[[""1"", 564, 181, 0.32092198581560283, -0.032207005244422715], [""0"", 1002, 372, 0.3712574850299401, 0.01812849396991456]]"
2665,260206_OC-BH,q123r7,ownership_use_product,,7,0.9114,"[[""5"", 13, 5, 0.38461538461538464, 0.21132518128821273], [""__MISSING__"", 2134, 369, 0.17291471415182755, -0.0003754891753443568]]"
2666,260206_OC-BH,q72r9,demographic_profile,,3,0.9107,"[[""0"", 268, 32, 0.11940298507462686, -0.05388721825254504], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 50, 8, 0.16, -0.013290203327171901]]"
2667,260206_OC-BH,q103_Lr4r12,ownership_use_product,,6,0.9103,"[[""4"", 38, 11, 0.2894736842105263, 0.11618348088335442], [""5"", 32, 8, 0.25, 0.0767097966728281], [""3"", 20, 5, 0.25, 0.0767097966728281], [""__MISSING__"", 2072, 351, 0.1694015444015444, -0.0038886589256275084]]"
2668,260200_SBD,q39_Lr3,demographic_profile,How does the idea of the Hand Held Scanners category being powered by DEWALT batteries affect your trust in the products?,5,0.9089,"[[""5"", 34, 19, 0.5588235294117647, 0.11409671873832128], [""3"", 14, 7, 0.5, 0.05527318932655656], [""__MISSING__"", 713, 313, 0.43899018232819076, -0.005736628345252681], [""4"", 24, 11, 0.4583333333333333, 0.013606522659889875]]"
2669,260200_SBD,q27_Lr5,other,"Thinking about what [pipe: BRAND2RATE] stands for today, which best describes how the Safety - Flares/Lights category fits?",5,0.9067,"[[""1"", 44, 23, 0.5227272727272727, 0.07800046205382927], [""2"", 37, 19, 0.5135135135135135, 0.06878670284007005], [""3"", 9, 3, 0.3333333333333333, -0.11139347734011013], [""__MISSING__"", 696, 304, 0.4367816091954023, -0.00794520147804112]]"
2670,260206_OC-BH,q57r2,demographic_profile,,3,0.9063,"[[""1"", 208, 24, 0.11538461538461539, -0.05790558794255651], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""0"", 110, 16, 0.14545454545454545, -0.027835657872626457]]"
2671,260206_OC-BH,q134_Lr4r9,ownership_use_product,,6,0.906,"[[""5"", 42, 12, 0.2857142857142857, 0.1124240823871138], [""3"", 16, 4, 0.25, 0.0767097966728281], [""__MISSING__"", 2069, 354, 0.17109714838086032, -0.0021930549463115845], [""4"", 28, 5, 0.17857142857142858, 0.005281225244256671]]"
2672,260404_ADDO,q32_Lr8r16,switching_loyalty,,5,0.9059,"[[""5"", 35, 13, 0.37142857142857144, 0.10741677201854194], [""3"", 9, 4, 0.4444444444444444, 0.18043264503441492], [""4"", 37, 8, 0.21621621621621623, -0.047795583193813274], [""__MISSING__"", 1273, 332, 0.2608012568735271, -0.003210542536502381]]"
2673,260206_OC-BH,q54r2,demographic_profile,,3,0.9052,"[[""0"", 137, 15, 0.10948905109489052, -0.06380115223228139], [""1"", 181, 25, 0.13812154696132597, -0.03516865636584593], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2674,260206_OC-BH,q103_Lr9r9,ownership_use_product,,6,0.904,"[[""5"", 30, 10, 0.3333333333333333, 0.1600431300061614], [""4"", 35, 5, 0.14285714285714285, -0.030433060470029055], [""3"", 13, 2, 0.15384615384615385, -0.01944404948101805], [""__MISSING__"", 2078, 357, 0.1717998075072185, -0.0014903958199534162]]"
2675,260206_OC-BH,q54r6,demographic_profile,,3,0.9039,"[[""1"", 200, 23, 0.115, -0.0582902033271719], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""0"", 118, 17, 0.1440677966101695, -0.029222406717002408]]"
2676,251101_THD-CX,q12r5,ownership_use_product,,9,0.9023,"[[""8"", 126, 16, 0.12698412698412698, 0.06504186976627921], [""4"", 289, 11, 0.03806228373702422, -0.023879973480823546], [""7"", 199, 17, 0.08542713567839195, 0.023484878460544187], [""3"", 293, 15, 0.051194539249146756, -0.010747717968701012], [""6"", 249, 13, 0.05220883534136546, -0.00973342187648231], [""1"", 167, 12, 0.0718562874251497, 0.00991403020730193]]"
2677,260404_ADDO,q32_Lr7r4,switching_loyalty,,6,0.9003,"[[""2"", 6, 3, 0.5, 0.2359882005899705], [""4"", 54, 11, 0.2037037037037037, -0.06030809570632581], [""3"", 18, 3, 0.16666666666666666, -0.09734513274336284], [""5"", 49, 15, 0.30612244897959184, 0.04211064956956234], [""__MISSING__"", 1227, 325, 0.26487367563162184, 0.0008618762215923392]]"
2678,260206_OC-BH,q42r4,demographic_profile,,3,0.8981,"[[""1"", 61, 17, 0.2786885245901639, 0.105398321262992], [""0"", 37, 9, 0.24324324324324326, 0.06995303991607135], [""__MISSING__"", 2066, 349, 0.16892545982575025, -0.0043647435014216585]]"
2679,260300_ECHO,q20r14,brand_funnel_ad,,3,0.8979,"[[""1"", 136, 58, 0.4264705882352941, 0.07334159717526856], [""__MISSING__"", 1146, 392, 0.34205933682373474, -0.011069654236290805], [""0"", 284, 103, 0.3626760563380282, 0.009547065278002642]]"
2680,260300_ECHO,q11ar12c1,ownership_use_product,,2,0.8977,"[[""1"", 344, 137, 0.39825581395348836, 0.045126822893462815], [""0"", 1222, 416, 0.3404255319148936, -0.012703459145131935]]"
2681,260206_OC-BH,q72r14,demographic_profile,,3,0.8966,"[[""0"", 281, 34, 0.12099644128113879, -0.052293762046033115], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 37, 6, 0.16216216216216217, -0.011128041165009733]]"
2682,260206_OC-BH,q38r8,demographic_profile,,7,0.8952,"[[""4"", 10, 4, 0.4, 0.22670979667282812], [""5"", 23, 3, 0.13043478260869565, -0.042855420718476256], [""__MISSING__"", 2111, 365, 0.17290383704405496, -0.00038636628311694565]]"
2683,260404_ADDO,q32_Lr8r10,switching_loyalty,,5,0.8945,"[[""5"", 37, 13, 0.35135135135135137, 0.08733955194132187], [""3"", 10, 2, 0.2, -0.06401179941002949], [""4"", 35, 10, 0.2857142857142857, 0.021702486304256197], [""__MISSING__"", 1273, 332, 0.2608012568735271, -0.003210542536502381]]"
2684,260206_OC-BH,q124r10,ownership_use_product,,8,0.8937,"[[""__MISSING__"", 2156, 374, 0.17346938775510204, 0.00017918442793013467]]"
2685,260403_Masterlock-Conjoint,q7r2,demographic_profile,,3,0.8932,"[[""2"", 337, 62, 0.18397626112759644, -0.040914568566726706], [""3"", 526, 131, 0.24904942965779467, 0.024158599963471528], [""1"", 53, 13, 0.24528301886792453, 0.02039218917360139]]"
2686,260206_OC-BH,q134_Lr4r12,ownership_use_product,,6,0.8932,"[[""5"", 25, 8, 0.32, 0.1467097966728281], [""4"", 31, 6, 0.1935483870967742, 0.020258183769602284], [""__MISSING__"", 2096, 359, 0.17127862595419846, -0.0020115773729734443]]"
2687,260206_OC-BH,q107r4,ownership_use_product,,3,0.8922,"[[""0"", 361, 49, 0.13573407202216067, -0.03755613130501123], [""1"", 12, 4, 0.3333333333333333, 0.1600431300061614], [""__MISSING__"", 1791, 322, 0.17978782802903406, 0.006497624701862159]]"
2688,260206_OC-BH,q49_Lr6r5,demographic_profile,,7,0.8896,"[[""3"", 11, 4, 0.36363636363636365, 0.19034616030919174], [""4"", 17, 2, 0.11764705882352941, -0.055643144503642494], [""5"", 25, 5, 0.2, 0.026709796672828107], [""__MISSING__"", 2097, 364, 0.17358130662851692, 0.00029110330134501927]]"
2689,260206_OC-BH,q54r1,demographic_profile,,3,0.8896,"[[""0"", 102, 11, 0.10784313725490197, -0.06544706607226994], [""1"", 216, 29, 0.13425925925925927, -0.03903094406791263], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2690,260206_OC-BH,q134_Lr4r5,ownership_use_product,,7,0.8892,"[[""5"", 46, 12, 0.2608695652173913, 0.08757936189021939], [""4"", 28, 7, 0.25, 0.0767097966728281], [""3"", 11, 1, 0.09090909090909091, -0.08238111241808099], [""__MISSING__"", 2069, 354, 0.17109714838086032, -0.0021930549463115845]]"
2691,260206_OC-BH,q49_Lr11r9,demographic_profile,,6,0.8887,"[[""5"", 21, 7, 0.3333333333333333, 0.1600431300061614], [""4"", 15, 3, 0.2, 0.026709796672828107], [""__MISSING__"", 2122, 364, 0.17153628652214892, -0.001753916805022987]]"
2692,260200_SBD,q23_Lr5,brand_funnel_ad,How believable would it be for [pipe: BRAND2RATE] to offer products in the Safety - Flares/Lights category?,5,0.8886,"[[""3"", 17, 10, 0.5882352941176471, 0.14350848344420364], [""5"", 35, 19, 0.5428571428571428, 0.09813033218369938], [""2"", 5, 3, 0.6, 0.15527318932655654], [""__MISSING__"", 696, 304, 0.4367816091954023, -0.00794520147804112], [""4"", 34, 14, 0.4117647058823529, -0.03296210479109052]]"
2693,260206_OC-BH,q134_Lr2r4,ownership_use_product,,6,0.8878,"[[""5"", 30, 9, 0.3, 0.12670979667282808], [""4"", 25, 6, 0.24, 0.06670979667282809], [""__MISSING__"", 2092, 359, 0.17160611854684513, -0.0016840847803267778]]"
2694,260200_SBD,q27_Lr16,other,"Thinking about what [pipe: BRAND2RATE] stands for today, which best describes how the Powered Coolers or Warmers (Food & Beverage) category fits?",5,0.887,"[[""3"", 13, 8, 0.6153846153846154, 0.17065780471117198], [""1"", 51, 20, 0.39215686274509803, -0.052569947928345406], [""2"", 44, 18, 0.4090909090909091, -0.035635901582534324], [""__MISSING__"", 678, 303, 0.4469026548672566, 0.00217584419381317]]"
2695,260404_ADDO,qLiveInHomer3,other,,5,0.887,"[[""2"", 27, 5, 0.18518518518518517, -0.07882661422484433], [""1"", 117, 33, 0.28205128205128205, 0.018039482641252547], [""0"", 1209, 319, 0.2638544251447477, -0.00015737426528178444]]"
2696,260206_OC-BH,q49_Lr4r1,demographic_profile,,6,0.8851,"[[""5"", 98, 25, 0.25510204081632654, 0.08181183748915463], [""3"", 26, 3, 0.11538461538461539, -0.05790558794255651], [""__MISSING__"", 1931, 328, 0.16986017607457277, -0.003430027252599138], [""4"", 98, 18, 0.1836734693877551, 0.010383266060583207]]"
2697,260206_OC-BH,q103_Lr7r16,ownership_use_product,,6,0.8829,"[[""5"", 23, 8, 0.34782608695652173, 0.17453588362934983], [""4"", 17, 4, 0.23529411764705882, 0.062003914319886916], [""__MISSING__"", 2113, 362, 0.17132039753904402, -0.0019698057881278874]]"
2698,260206_OC-BH,q42r8,demographic_profile,,3,0.8822,"[[""1"", 25, 9, 0.36, 0.18670979667282808], [""__MISSING__"", 2115, 362, 0.17115839243498818, -0.0021318108921837275], [""0"", 24, 4, 0.16666666666666666, -0.006623536660505247]]"
2699,260206_OC-BH,q54r9,demographic_profile,,3,0.8809,"[[""0"", 234, 31, 0.13247863247863248, -0.040811570848539425], [""1"", 84, 9, 0.10714285714285714, -0.06614734618431477], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2700,260404_ADDO,q25r6,brand_funnel_ad,,3,0.8804,"[[""1"", 115, 21, 0.1826086956521739, -0.08140310375785559], [""0"", 92, 27, 0.29347826086956524, 0.029466461459535742], [""__MISSING__"", 1149, 310, 0.26979982593559615, 0.005788026525566647]]"
2701,260200_SBD,q38_Lr14,demographic_profile,"How appropriate does the “Powered by DEWALT” concept feel for professional jobsite use in the Small Appliances (Coffee Maker, Kettle) category?",6,0.8793,"[[""5"", 29, 17, 0.5862068965517241, 0.14148008587828065], [""4"", 34, 13, 0.38235294117647056, -0.06237386949697288], [""__MISSING__"", 708, 312, 0.4406779661016949, -0.004048844571748533], [""3"", 11, 5, 0.45454545454545453, 0.00981864387201109]]"
2702,260206_OC-BH,q113r5,ownership_use_product,,6,0.8776,"[[""4"", 163, 19, 0.1165644171779141, -0.0567257861492578], [""3"", 107, 14, 0.1308411214953271, -0.042449081831844815], [""__MISSING__"", 1682, 305, 0.1813317479191439, 0.008041544591971983], [""2"", 23, 3, 0.13043478260869565, -0.042855420718476256], [""5"", 173, 31, 0.1791907514450867, 0.0059005481179147945], [""1"", 16, 3, 0.1875, 0.014209796672828096]]"
2703,260206_OC-BH,q28r12,brand_funnel_ad,,6,0.876,"[[""3"", 102, 23, 0.22549019607843138, 0.05219999275125947], [""2"", 19, 1, 0.05263157894736842, -0.12065862437980349], [""4"", 289, 42, 0.1453287197231834, -0.027961483603988507], [""5"", 329, 61, 0.18541033434650456, 0.012120131019332653], [""__MISSING__"", 1417, 246, 0.17360621030345802, 0.00031600697628611507]]"
2704,260111_Delta-Water-Filtration,q5r2c3,demographic_profile,,2,0.8756,"[[""1"", 151, 28, 0.18543046357615894, -0.07177574484956167], [""0"", 1202, 320, 0.26622296173044924, 0.00901675330472862]]"
2705,260206_OC-BH,q64r5,demographic_profile,,3,0.8751,"[[""1"", 172, 20, 0.11627906976744186, -0.057011133559730046], [""0"", 146, 20, 0.136986301369863, -0.0363039019573089], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2706,260206_OC-BH,q67r12,demographic_profile,,3,0.8745,"[[""0"", 234, 28, 0.11965811965811966, -0.05363208366905224], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 84, 12, 0.14285714285714285, -0.030433060470029055]]"
2707,260300_ECHO,q23_2026_Lr10r15,brand_funnel_ad,,8,0.8743,"[[""8"", 81, 23, 0.2839506172839506, -0.06917837377607494], [""9"", 88, 36, 0.4090909090909091, 0.05596191803088357], [""10"", 113, 38, 0.336283185840708, -0.016845805219317556], [""5"", 10, 3, 0.3, -0.053128991060025554], [""6"", 13, 5, 0.38461538461538464, 0.03148639355535909], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255]]"
2708,260200_SBD,q39_Lr6,demographic_profile,How does the idea of the Safety - Digital Signs category being powered by DEWALT batteries affect your trust in the products?,5,0.8707,"[[""5"", 18, 10, 0.5555555555555556, 0.11082874488211214], [""__MISSING__"", 728, 320, 0.43956043956043955, -0.005166371113003887], [""3"", 17, 8, 0.47058823529411764, 0.0258614246206742], [""4"", 22, 10, 0.45454545454545453, 0.00981864387201109]]"
2709,260404_ADDO,q32_Lr4r1,switching_loyalty,,4,0.8689,"[[""5"", 88, 17, 0.19318181818181818, -0.07082998122821133], [""3"", 14, 6, 0.42857142857142855, 0.16455962916139905], [""4"", 38, 9, 0.23684210526315788, -0.02716969414687162], [""__MISSING__"", 1216, 326, 0.2680921052631579, 0.0040803058531284075]]"
2710,251101_THD-CX,prewave2MDr18,other,,4,0.868,"[[""1"", 363, 37, 0.10192837465564739, 0.03998611743779962], [""3"", 103, 2, 0.019417475728155338, -0.04252478148969243], [""2"", 494, 24, 0.048582995951417005, -0.013359261266430764], [""__MISSING__"", 945, 55, 0.0582010582010582, -0.0037411990167895703]]"
2711,260300_ECHO,q19r7,brand_funnel_ad,,3,0.8667,"[[""0"", 408, 160, 0.39215686274509803, 0.03902787168507249], [""1"", 281, 93, 0.3309608540925267, -0.022168136967498864], [""__MISSING__"", 877, 300, 0.34207525655644244, -0.011053734503583101]]"
2712,260404_ADDO,q16r3,brand_funnel_ad,,3,0.8653,"[[""1"", 37, 15, 0.40540540540540543, 0.14139360599537593], [""__MISSING__"", 1131, 290, 0.2564102564102564, -0.007601542999773114], [""0"", 188, 53, 0.28191489361702127, 0.017903094206991765]]"
2713,260206_OC-BH,q92r5,demographic_profile,,7,0.8643,"[[""2"", 13, 0, 0.0, -0.1732902033271719], [""6"", 37, 9, 0.24324324324324326, 0.06995303991607135], [""5"", 45, 8, 0.17777777777777778, 0.00448757445060588], [""__MISSING__"", 2051, 356, 0.17357386640663092, 0.00028366307945901226]]"
2714,260206_OC-BH,q132r14,ownership_use_product,,7,0.864,"[[""4"", 11, 0, 0.0, -0.1732902033271719], [""__MISSING__"", 2123, 370, 0.17428167687235044, 0.000991473545178534], [""3"", 11, 2, 0.18181818181818182, 0.008527978491009919]]"
2715,260206_OC-BH,q134_Lr9r14,ownership_use_product,,6,0.8636,"[[""__MISSING__"", 2157, 374, 0.17338896615669913, 9.876282952722693e-05]]"
2716,260403_Masterlock-Conjoint,q1r7,other,,2,0.8631,"[[""1"", 218, 61, 0.2798165137614679, 0.05492568406714474], [""0"", 698, 145, 0.20773638968481375, -0.017154440009509386]]"
2717,260401_-OC-CAN,q41r6,demographic_profile,,7,0.8625,"[[""2"", 5, 3, 0.6, 0.21641991924629878], [""9"", 8, 2, 0.25, -0.1335800807537012], [""5"", 119, 42, 0.35294117647058826, -0.030638904283112944], [""__MISSING__"", 431, 170, 0.39443155452436196, 0.010851473770660758], [""3"", 42, 17, 0.40476190476190477, 0.021181824008203565], [""4"", 136, 51, 0.375, -0.008580080753701202]]"
2718,260206_OC-BH,q96r8,demographic_profile,,3,0.8624,"[[""0"", 33, 11, 0.3333333333333333, 0.1600431300061614], [""__MISSING__"", 2098, 358, 0.17063870352716873, -0.0026514998000031764], [""1"", 33, 6, 0.18181818181818182, 0.008527978491009919]]"
2719,260206_OC-BH,q72r11,demographic_profile,,3,0.8622,"[[""0"", 297, 38, 0.12794612794612795, -0.04534407538104396], [""1"", 21, 2, 0.09523809523809523, -0.07805210808907667], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2720,260206_OC-BH,q64r3,demographic_profile,,3,0.8621,"[[""0"", 224, 27, 0.12053571428571429, -0.05275448904145762], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 94, 13, 0.13829787234042554, -0.03499233098674637]]"
2721,260206_OC-BH,q103_Lr5r15,ownership_use_product,,6,0.8598,"[[""4"", 16, 6, 0.375, 0.2017097966728281], [""__MISSING__"", 2117, 364, 0.17194142654700048, -0.0013487767801714234], [""5"", 16, 3, 0.1875, 0.014209796672828096]]"
2722,260206_OC-BH,q93r3,demographic_profile,,11,0.8596,"[[""__MISSING__"", 2126, 368, 0.17309501411100658, -0.00019518921616532015]]"
2723,251101_THD-CX,q13_Lr1r5,ownership_use_product,,7,0.8591,"[[""5"", 649, 56, 0.08628659476117104, 0.02434433754332327], [""2"", 51, 0, 0.0, -0.06194225721784777], [""3"", 280, 10, 0.03571428571428571, -0.026227971503562056], [""1"", 54, 2, 0.037037037037037035, -0.024905220180810733], [""99"", 32, 1, 0.03125, -0.030692257217847768], [""4"", 814, 47, 0.05773955773955774, -0.00420269947829003]]"
2724,260111_Delta-Water-Filtration,q5r4c1,demographic_profile,,2,0.8588,"[[""1"", 496, 144, 0.2903225806451613, 0.03311637221944069], [""0"", 857, 204, 0.23803967327887982, -0.019166535146840802]]"
2725,260300_ECHO,q11br14c1,ownership_use_product,,2,0.8586,"[[""1"", 413, 162, 0.3922518159806295, 0.03912282492060398], [""0"", 1153, 391, 0.3391153512575889, -0.01401363980243664]]"
2726,260206_OC-BH,q38r10,demographic_profile,,7,0.8577,"[[""6"", 14, 4, 0.2857142857142857, 0.1124240823871138], [""5"", 29, 7, 0.2413793103448276, 0.06808910701765569], [""__MISSING__"", 2108, 363, 0.1722011385199241, -0.001089064807247797]]"
2727,260206_OC-BH,q26,other,"To what extent did your contractor influence your choice of materials (e.g., pavers, brick, or concrete) for this project?",6,0.8576,"[[""2"", 36, 2, 0.05555555555555555, -0.11773464777161635], [""5"", 57, 13, 0.22807017543859648, 0.054779972111424574], [""3"", 88, 19, 0.2159090909090909, 0.04261888758191901], [""1"", 233, 38, 0.1630901287553648, -0.010200074571807105], [""4"", 95, 17, 0.17894736842105263, 0.005657165093880728], [""__MISSING__"", 1655, 286, 0.172809667673716, -0.00048053565345590465]]"
2728,260206_OC-BH,q54r13,demographic_profile,,3,0.8571,"[[""0"", 317, 40, 0.12618296529968454, -0.04710723802748737], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2729,260404_ADDO,qc1r1,other,,9,0.8559,"[[""6"", 161, 49, 0.30434782608695654, 0.04033602667692704], [""8"", 168, 39, 0.23214285714285715, -0.03186894226717235], [""7"", 139, 32, 0.2302158273381295, -0.03379597207189999], [""1"", 155, 37, 0.23870967741935484, -0.025302121990674664], [""3"", 157, 45, 0.28662420382165604, 0.02261240441162654], [""2"", 145, 41, 0.2827586206896552, 0.01874682127962568]]"
2730,260404_ADDO,q32_Lr7r13,switching_loyalty,,7,0.8554,"[[""5"", 39, 12, 0.3076923076923077, 0.04368050828227821], [""4"", 57, 13, 0.22807017543859648, -0.03594162397143302], [""3"", 23, 7, 0.30434782608695654, 0.04033602667692704], [""__MISSING__"", 1227, 325, 0.26487367563162184, 0.0008618762215923392]]"
2731,260206_OC-BH,q67r13,demographic_profile,,3,0.8551,"[[""0"", 307, 39, 0.1270358306188925, -0.046254372708279395], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 11, 1, 0.09090909090909091, -0.08238111241808099]]"
2732,260404_ADDO,q32_Lr2r11,switching_loyalty,,7,0.855,"[[""4"", 60, 12, 0.2, -0.06401179941002949], [""5"", 38, 12, 0.3157894736842105, 0.05177767427418101], [""__MISSING__"", 1223, 327, 0.26737530662305803, 0.003363507213028527], [""3"", 28, 7, 0.25, -0.014011799410029502]]"
2733,260206_OC-BH,q34r2,matrix_attributes,,6,0.8542,"[[""3"", 60, 17, 0.2833333333333333, 0.11004313000616142], [""__MISSING__"", 1494, 253, 0.16934404283801874, -0.0039461604891531665], [""5"", 366, 62, 0.16939890710382513, -0.003891296223346774], [""4"", 236, 42, 0.17796610169491525, 0.0046758983677433474]]"
2734,260206_OC-BH,q64r6,demographic_profile,,3,0.8527,"[[""0"", 206, 25, 0.12135922330097088, -0.05193098002620103], [""1"", 112, 15, 0.13392857142857142, -0.03936163189860048], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536]]"
2735,260206_OC-BH,q57r5,demographic_profile,,3,0.8521,"[[""0"", 237, 29, 0.12236286919831224, -0.050927334128859664], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 81, 11, 0.13580246913580246, -0.03748773419136944]]"
2736,260206_OC-BH,q67r7,demographic_profile,,3,0.8482,"[[""0"", 282, 35, 0.12411347517730496, -0.04917672814986694], [""__MISSING__"", 1846, 335, 0.18147345612134344, 0.008183252794171536], [""1"", 36, 5, 0.1388888888888889, -0.03440131443828301]]"
