rank,field,family,question,unique_values,score,max_abs_lift,top_values_json
248,q23_2026_Lr6r1,brand_funnel,,11,4.9401,0.2622,"[[""9"", 55, 28, 0.509090909090909, 0.1559619180308835], [""3"", 11, 1, 0.09090909090909091, -0.26221990015093466], [""7"", 65, 16, 0.24615384615384617, -0.10697514490617938], [""6"", 33, 16, 0.48484848484848486, 0.13171949378845932], [""8"", 58, 15, 0.25862068965517243, -0.09450830140485311]]"
249,q28r13,ad_recall,,3,4.8972,0.1241,"[[""0"", 220, 105, 0.4772727272727273, 0.12414373621270175], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253], [""1"", 85, 37, 0.43529411764705883, 0.08216512658703329]]"
250,q23_2026_Lr7r9,brand_funnel,,11,4.891,0.1931,"[[""10"", 60, 10, 0.16666666666666666, -0.18646232439335889], [""5"", 25, 4, 0.16, -0.19312899106002554], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""7"", 50, 15, 0.3, -0.053128991060025554], [""8"", 79, 26, 0.3291139240506329, -0.024015067009392654]]"
251,q21d_2026r11,channel_supplier,,2,4.8878,0.0644,"[[""11"", 672, 194, 0.28869047619047616, -0.06443851486954938], [""0"", 894, 359, 0.4015659955257271, 0.04843700446570154]]"
252,q31_2026r12,switching_loyalty,,3,4.8855,0.1273,"[[""__MISSING__"", 240, 61, 0.25416666666666665, -0.09896232439335889], [""1"", 93, 21, 0.22580645161290322, -0.12732253944712232], [""0"", 1233, 471, 0.3819951338199513, 0.028866142759925772]]"
253,q28r11,ad_recall,,3,4.8634,0.1469,"[[""0"", 253, 116, 0.45849802371541504, 0.1053690326553895], [""1"", 52, 26, 0.5, 0.14687100893997446], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253]]"
254,q28r15,ad_recall,,3,4.86,0.1469,"[[""0"", 255, 117, 0.4588235294117647, 0.10569453835173914], [""1"", 50, 25, 0.5, 0.14687100893997446], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253]]"
255,q28r17,ad_recall,,3,4.8206,0.1362,"[[""0"", 258, 119, 0.46124031007751937, 0.10811131901749382], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253], [""1"", 47, 23, 0.48936170212765956, 0.13623271106763402]]"
256,q28r4,ad_recall,,3,4.7981,0.1161,"[[""0"", 211, 99, 0.46919431279620855, 0.116065321736183], [""1"", 94, 43, 0.4574468085106383, 0.10431781745061275], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253]]"
257,q28r5,ad_recall,,3,4.7953,0.1175,"[[""0"", 169, 78, 0.46153846153846156, 0.10840947047843602], [""1"", 136, 64, 0.47058823529411764, 0.1174592442340921], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253]]"
258,q28r1,ad_recall,,3,4.7903,0.1139,"[[""0"", 197, 92, 0.467005076142132, 0.11387608508210645], [""1"", 108, 50, 0.46296296296296297, 0.10983397190293742], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253]]"
259,q28r9,ad_recall,,3,4.7895,0.1156,"[[""0"", 273, 127, 0.4652014652014652, 0.11207247414143967], [""__MISSING__"", 1261, 411, 0.3259318001586043, -0.027197190901421253], [""1"", 32, 15, 0.46875, 0.11562100893997446]]"
260,q24_2026_Lr7,brand_funnel,How likely are you to recommend RYOBI to ?,10,4.7762,0.1767,"[[""10"", 89, 17, 0.19101123595505617, -0.16211775510496937], [""5"", 17, 3, 0.17647058823529413, -0.17665840282473141], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""8"", 72, 20, 0.2777777777777778, -0.07535121328224775], [""9"", 73, 31, 0.4246575342465753, 0.07152854318654978]]"
261,q15_2026r3,other,,10,4.7568,0.2103,"[[""9"", 299, 129, 0.431438127090301, 0.07830913603027545], [""1"", 21, 3, 0.14285714285714285, -0.2102718482028827], [""7"", 244, 72, 0.29508196721311475, -0.058047023846910795], [""5"", 112, 32, 0.2857142857142857, -0.06741470534573984], [""6"", 142, 45, 0.31690140845070425, -0.036227582609321296]]"
262,q23r10,other,,2,4.7327,0.1624,"[[""1"", 161, 83, 0.515527950310559, 0.16239895925053344], [""0"", 1405, 470, 0.33451957295373663, -0.01860941810628891]]"
263,q16_2026r4,brand_funnel,,2,4.7211,0.1144,"[[""1"", 293, 137, 0.46757679180887374, 0.1144478007488482], [""0"", 1273, 416, 0.3267871170463472, -0.026341874013678324]]"
264,q23r6,other,,2,4.6575,0.1166,"[[""1"", 281, 132, 0.4697508896797153, 0.11662189861968975], [""0"", 1285, 421, 0.3276264591439689, -0.02550253191605667]]"
265,q14r2,channel_supplier,,2,4.5731,0.0578,"[[""0"", 730, 300, 0.410958904109589, 0.057829913049563475], [""1"", 836, 253, 0.3026315789473684, -0.050497412112657125]]"
266,q23_2026_Lr1r15,brand_funnel,,8,4.4167,0.2976,"[[""9"", 18, 1, 0.05555555555555555, -0.29757343550447], [""10"", 31, 5, 0.16129032258064516, -0.1918386684793804], [""8"", 27, 5, 0.18518518518518517, -0.16794380587484037], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 9, 3, 0.3333333333333333, -0.01979565772669223]]"
267,q31_2026r6,switching_loyalty,,3,4.3812,0.099,"[[""__MISSING__"", 240, 61, 0.25416666666666665, -0.09896232439335889], [""1"", 329, 142, 0.4316109422492401, 0.07848195118921458], [""0"", 997, 350, 0.3510531594784353, -0.0020758315815902484]]"
268,q24_2026_Lr1,brand_funnel,How likely are you to recommend Craftsman to ?,9,4.3773,0.3055,"[[""9"", 21, 1, 0.047619047619047616, -0.3055099434409779], [""10"", 31, 5, 0.16129032258064516, -0.1918386684793804], [""8"", 20, 5, 0.25, -0.10312899106002554], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 9, 2, 0.2222222222222222, -0.13090676883780333]]"
269,q23_2026_Lr7r1,brand_funnel,,10,4.3714,0.1817,"[[""6"", 35, 6, 0.17142857142857143, -0.1817004196314541], [""7"", 56, 13, 0.23214285714285715, -0.12098613391716839], [""8"", 94, 25, 0.26595744680851063, -0.08717154425151491], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""9"", 53, 22, 0.41509433962264153, 0.061965348562615985]]"
270,q21b_2026r13,channel_supplier,,2,4.3339,0.1348,"[[""1"", 207, 101, 0.48792270531400966, 0.13479371425398412], [""0"", 1359, 452, 0.33259749816041206, -0.02053149289961348]]"
271,q15_2026r11,other,,9,4.3197,0.0942,"[[""10"", 536, 158, 0.2947761194029851, -0.05835287165704045], [""9"", 396, 163, 0.4116161616161616, 0.05848717055613606], [""5"", 38, 17, 0.4473684210526316, 0.09423942999260604], [""6"", 60, 24, 0.4, 0.04687100893997448], [""7"", 163, 62, 0.3803680981595092, 0.027239107099483684]]"
272,q16_2026r6,brand_funnel,,2,4.3118,0.0974,"[[""1"", 352, 90, 0.2556818181818182, -0.09744717287820737], [""0"", 1214, 463, 0.38138385502471167, 0.028254863964686128]]"
273,q11br11c1,equipment_ownership_use,,2,4.279,0.0851,"[[""1"", 429, 188, 0.4382284382284382, 0.08509944716841267], [""0"", 1137, 365, 0.3210202286719437, -0.03210876238808186]]"
274,q23_2026_Lr1r12,brand_funnel,,9,4.2762,0.2531,"[[""9"", 20, 3, 0.15, -0.20312899106002555], [""8"", 22, 4, 0.18181818181818182, -0.17131080924184372], [""10"", 22, 4, 0.18181818181818182, -0.17131080924184372], [""7"", 10, 1, 0.1, -0.2531289910600255], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
275,q11br11c2,equipment_ownership_use,,2,4.2536,0.0563,"[[""1"", 723, 296, 0.4094052558782849, 0.05627626481825937], [""0"", 843, 257, 0.30486358244365364, -0.04826540861637191]]"
276,q21r14,channel_supplier,,4,4.2424,0.3969,"[[""2"", 20, 15, 0.75, 0.39687100893997446], [""1"", 17, 9, 0.5294117647058824, 0.17628277364585682], [""3"", 13, 7, 0.5384615384615384, 0.1853325474015129], [""__MISSING__"", 1516, 522, 0.34432717678100266, -0.00880181427902288]]"
277,q23_2026_Lr1r10,brand_funnel,,8,4.2423,0.2943,"[[""8"", 17, 1, 0.058823529411764705, -0.2943054616482608], [""10"", 34, 5, 0.14705882352941177, -0.20607016753061377], [""9"", 24, 5, 0.20833333333333334, -0.1447956577266922], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 9, 2, 0.2222222222222222, -0.13090676883780333]]"
278,q23_2026_Lr7r14,brand_funnel,,10,4.2236,0.1763,"[[""10"", 79, 16, 0.20253164556962025, -0.1505973454904053], [""9"", 74, 18, 0.24324324324324326, -0.10988574781678229], [""6"", 17, 9, 0.5294117647058824, 0.17628277364585682], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""7"", 47, 14, 0.2978723404255319, -0.05525665063449364]]"
279,q21r4,channel_supplier,,4,4.2014,0.1907,"[[""2"", 57, 31, 0.543859649122807, 0.1907306580627815], [""3"", 61, 32, 0.5245901639344263, 0.1714611728744007], [""__MISSING__"", 1366, 461, 0.3374816983894583, -0.015647292670567248], [""1"", 82, 29, 0.35365853658536583, 0.0005295455253402914]]"
280,q23r7,other,,2,4.1624,0.1567,"[[""1"", 153, 78, 0.5098039215686274, 0.15667493050860187], [""0"", 1413, 475, 0.3361641896673744, -0.016964801392651163]]"
281,q11br3c2,equipment_ownership_use,,2,4.152,0.0738,"[[""1"", 513, 219, 0.4269005847953216, 0.07377159373529607], [""0"", 1053, 334, 0.31718898385565053, -0.03594000720437501]]"
282,q14r6oe,channel_supplier,,27,4.1482,0.004,"[[""__MISSING__"", 1540, 550, 0.35714285714285715, 0.0040138660828316075]]"
283,q23_2026_Lr7r12,brand_funnel,,11,4.1029,0.1468,"[[""10"", 63, 13, 0.20634920634920634, -0.1467797847108192], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""7"", 46, 12, 0.2608695652173913, -0.09225942584263425], [""8"", 90, 27, 0.3, -0.053128991060025554], [""6"", 31, 9, 0.2903225806451613, -0.06280641041486423]]"
284,q16_2026r12,brand_funnel,,2,4.0948,0.1199,"[[""1"", 241, 114, 0.4730290456431535, 0.11990005458312797], [""0"", 1325, 439, 0.33132075471698114, -0.021808236343044407]]"
285,q11ar8c3,equipment_ownership_use,,2,4.0902,0.1499,"[[""1"", 163, 82, 0.5030674846625767, 0.14993849360255113], [""0"", 1403, 471, 0.33570919458303633, -0.017419796476989213]]"
286,q23_2026_Lr1r8,brand_funnel,,8,4.0778,0.2594,"[[""10"", 32, 3, 0.09375, -0.25937899106002554], [""9"", 25, 4, 0.16, -0.19312899106002554], [""8"", 20, 5, 0.25, -0.10312899106002554], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 9, 2, 0.2222222222222222, -0.13090676883780333]]"
287,q23_2026_Lr1r5,brand_funnel,,7,4.0735,0.2531,"[[""10"", 30, 3, 0.1, -0.2531289910600255], [""9"", 24, 3, 0.125, -0.22812899106002554], [""8"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 8, 2, 0.25, -0.10312899106002554]]"
288,q23_2026_Lr1r14,brand_funnel,,7,4.0643,0.2865,"[[""7"", 15, 1, 0.06666666666666667, -0.2864623243933589], [""10"", 30, 5, 0.16666666666666666, -0.18646232439335889], [""8"", 19, 3, 0.15789473684210525, -0.1952342542179203], [""9"", 21, 4, 0.19047619047619047, -0.16265280058383508], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
289,q23_2026_Lr3r1,brand_funnel,,11,3.989,0.1462,"[[""8"", 78, 36, 0.46153846153846156, 0.10840947047843602], [""10"", 42, 20, 0.47619047619047616, 0.12306148513045062], [""5"", 29, 6, 0.20689655172413793, -0.14623243933588762], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""4"", 8, 2, 0.25, -0.10312899106002554]]"
290,q23_2026_Lr1r2,brand_funnel,,8,3.9435,0.2531,"[[""9"", 20, 2, 0.1, -0.2531289910600255], [""10"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""7"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""8"", 26, 6, 0.23076923076923078, -0.12235976029079476], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
291,q23_2026_Lr2r2,brand_funnel,,10,3.9355,0.1993,"[[""9"", 38, 19, 0.5, 0.14687100893997446], [""7"", 34, 7, 0.20588235294117646, -0.14724663811884908], [""5"", 13, 2, 0.15384615384615385, -0.1992828372138717], [""10"", 44, 11, 0.25, -0.10312899106002554], [""6"", 19, 5, 0.2631578947368421, -0.08997109632318345]]"
292,q23_2026_Lr9r9,brand_funnel,,9,3.9339,0.2531,"[[""9"", 43, 7, 0.16279069767441862, -0.19033829338560693], [""5"", 10, 1, 0.1, -0.2531289910600255], [""10"", 43, 11, 0.2558139534883721, -0.09731503757165344], [""6"", 11, 6, 0.5454545454545454, 0.19232555439451987], [""8"", 33, 15, 0.45454545454545453, 0.10141646348542899]]"
293,q23r9,other,,2,3.9305,0.1386,"[[""1"", 181, 89, 0.49171270718232046, 0.13858371612229492], [""0"", 1385, 464, 0.33501805054151623, -0.01811094051850931]]"
294,q11ar9c3,equipment_ownership_use,,2,3.929,0.1501,"[[""1"", 157, 79, 0.5031847133757962, 0.15005572231577063], [""0"", 1409, 474, 0.33640880056777855, -0.01672019049224699]]"
295,q21b_2026r8,channel_supplier,,2,3.8783,0.102,"[[""1"", 301, 137, 0.45514950166112955, 0.10202051060110401], [""0"", 1265, 416, 0.32885375494071145, -0.024275236119314092]]"
296,q23r5,other,,2,3.8513,0.1049,"[[""1"", 286, 131, 0.458041958041958, 0.10491296698193248], [""0"", 1280, 422, 0.3296875, -0.02344149106002552]]"
297,q32_2026r3,switching_loyalty,,3,3.8477,0.148,"[[""0"", 156, 32, 0.20512820512820512, -0.14800078593182042], [""__MISSING__"", 1326, 492, 0.37104072398190047, 0.017911732921874923], [""1"", 84, 29, 0.34523809523809523, -0.00789089582193031]]"
298,q10r2,other,,3,3.8427,0.1058,"[[""2"", 268, 123, 0.458955223880597, 0.10582623282057146], [""1"", 1249, 417, 0.33386709367493994, -0.019261897385085602], [""3"", 49, 13, 0.2653061224489796, -0.08782286861104593]]"
299,q23_2026_Lr2r1,brand_funnel,,11,3.8403,0.3531,"[[""5"", 25, 3, 0.12, -0.23312899106002555], [""4"", 8, 0, 0.0, -0.35312899106002554], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""8"", 40, 12, 0.3, -0.053128991060025554], [""6"", 23, 7, 0.30434782608695654, -0.048781164973069]]"
300,q23_2026_Lr1r1,brand_funnel,,9,3.8279,0.2698,"[[""8"", 24, 2, 0.08333333333333333, -0.26979565772669223], [""5"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""7"", 18, 4, 0.2222222222222222, -0.13090676883780333], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""10"", 21, 6, 0.2857142857142857, -0.06741470534573984]]"
301,q23_2026_Lr5r2,brand_funnel,,8,3.8134,0.2976,"[[""9"", 18, 1, 0.05555555555555555, -0.29757343550447], [""10"", 14, 2, 0.14285714285714285, -0.2102718482028827], [""7"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""8"", 20, 9, 0.45, 0.09687100893997447], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
302,q23_2026_Lr6r4,brand_funnel,,10,3.8013,0.1627,"[[""8"", 70, 16, 0.22857142857142856, -0.12455756248859698], [""9"", 64, 30, 0.46875, 0.11562100893997446], [""6"", 21, 4, 0.19047619047619047, -0.16265280058383508], [""10"", 83, 25, 0.30120481927710846, -0.05192417178291708], [""5"", 20, 5, 0.25, -0.10312899106002554]]"
303,q23_2026_Lr1r9,brand_funnel,,8,3.7809,0.2906,"[[""9"", 16, 1, 0.0625, -0.29062899106002554], [""10"", 27, 4, 0.14814814814814814, -0.2049808429118774], [""5"", 8, 1, 0.125, -0.22812899106002554], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""8"", 16, 5, 0.3125, -0.04062899106002554]]"
304,q23_2026_Lr1r3,brand_funnel,,7,3.7807,0.2662,"[[""10"", 41, 6, 0.14634146341463414, -0.2067875276453914], [""9"", 23, 2, 0.08695652173913043, -0.2661724693208951], [""8"", 16, 4, 0.25, -0.10312899106002554], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
305,q21b_2026r2,channel_supplier,,2,3.7745,0.0493,"[[""1"", 780, 237, 0.3038461538461538, -0.04928283721387172], [""0"", 786, 316, 0.4020356234096692, 0.04890663234964365]]"
306,q31_2026r9,switching_loyalty,,3,3.7415,0.099,"[[""__MISSING__"", 240, 61, 0.25416666666666665, -0.09896232439335889], [""1"", 205, 89, 0.43414634146341463, 0.08101735040338909], [""0"", 1121, 403, 0.35950044603033005, 0.006371454970304502]]"
307,q16_2026r8,brand_funnel,,2,3.7114,0.0635,"[[""1"", 580, 168, 0.2896551724137931, -0.06347381864623242], [""0"", 986, 385, 0.39046653144016225, 0.0373375403801367]]"
308,q23_2026_Lr1r4,brand_funnel,,9,3.7001,0.3031,"[[""8"", 20, 1, 0.05, -0.30312899106002555], [""10"", 29, 6, 0.20689655172413793, -0.14623243933588762], [""7"", 13, 2, 0.15384615384615385, -0.1992828372138717], [""9"", 18, 4, 0.2222222222222222, -0.13090676883780333], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
309,q23_2026_Lr7r13,brand_funnel,,10,3.6874,0.1323,"[[""10"", 77, 17, 0.22077922077922077, -0.13234977028080477], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""8"", 81, 23, 0.2839506172839506, -0.06917837377607494], [""6"", 20, 5, 0.25, -0.10312899106002554], [""5"", 16, 4, 0.25, -0.10312899106002554]]"
310,q23r28oe,other,Which of the following sources do you use to get information for outdoor power equipment? - Something else (please specify),20,3.675,0.002,"[[""__MISSING__"", 1546, 549, 0.3551099611901682, 0.0019809701301426452]]"
311,q21r11,channel_supplier,,4,3.644,0.1923,"[[""2"", 55, 30, 0.5454545454545454, 0.19232555439451987], [""1"", 41, 22, 0.5365853658536586, 0.18345637479363303], [""__MISSING__"", 1416, 482, 0.3403954802259887, -0.012733510834036843], [""3"", 54, 19, 0.35185185185185186, -0.0012771392081736832]]"
312,q1r15,other,,2,3.6251,0.1627,"[[""1"", 126, 24, 0.19047619047619047, -0.16265280058383508], [""0"", 1440, 529, 0.36736111111111114, 0.014232120051085595]]"
313,q15_2026r2,other,,10,3.615,0.1107,"[[""6"", 98, 24, 0.24489795918367346, -0.10823103187635208], [""7"", 242, 100, 0.4132231404958678, 0.06009414943584224], [""5"", 66, 16, 0.24242424242424243, -0.11070474863578311], [""9"", 318, 125, 0.39308176100628933, 0.03995276994626379], [""10"", 444, 147, 0.3310810810810811, -0.022047909978944458]]"
314,q21b_2026r10,channel_supplier,,2,3.6148,0.0487,"[[""0"", 772, 235, 0.30440414507772023, -0.04872484598230531], [""1"", 794, 318, 0.4005037783375315, 0.047374787277505936]]"
315,q19r9,other,,3,3.6053,0.0902,"[[""1"", 300, 133, 0.44333333333333336, 0.09020434227330781], [""__MISSING__"", 814, 257, 0.3157248157248157, -0.037404175335209844], [""0"", 452, 163, 0.3606194690265487, 0.007490477966523135]]"
316,q21b_2026r1,channel_supplier,,2,3.605,0.0628,"[[""0"", 577, 240, 0.41594454072790293, 0.06281554966787739], [""1"", 989, 313, 0.31648129423660265, -0.03664769682342289]]"
317,q23_2026_Lr1r7,brand_funnel,,8,3.5938,0.2579,"[[""9"", 21, 2, 0.09523809523809523, -0.2578908958219303], [""10"", 26, 5, 0.19230769230769232, -0.16082129875233322], [""8"", 22, 4, 0.18181818181818182, -0.17131080924184372], [""7"", 14, 2, 0.14285714285714285, -0.2102718482028827], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
318,q21d_2026r7,channel_supplier,,2,3.5406,0.0648,"[[""7"", 548, 158, 0.28832116788321166, -0.06480782317681388], [""0"", 1018, 395, 0.3880157170923379, 0.034886726032312354]]"
319,q23_2026_Lr7r7,brand_funnel,,11,3.5379,0.1099,"[[""10"", 74, 18, 0.24324324324324326, -0.10988574781678229], [""7"", 57, 14, 0.24561403508771928, -0.10751495597230626], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""9"", 69, 19, 0.2753623188405797, -0.07776667221944583], [""6"", 22, 9, 0.4090909090909091, 0.05596191803088357]]"
320,q23_2026_Lr7r11,brand_funnel,,9,3.5138,0.1344,"[[""10"", 101, 24, 0.2376237623762376, -0.11550522868378793], [""7"", 32, 7, 0.21875, -0.13437899106002554], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""8"", 80, 24, 0.3, -0.053128991060025554], [""6"", 15, 7, 0.4666666666666667, 0.11353767560664113]]"
321,q15_2026r4,other,,10,3.455,0.1886,"[[""5"", 79, 13, 0.16455696202531644, -0.1885720290347091], [""9"", 330, 129, 0.39090909090909093, 0.037780099849065385], [""1"", 9, 4, 0.4444444444444444, 0.09131545338441888], [""4"", 23, 7, 0.30434782608695654, -0.048781164973069], [""7"", 229, 83, 0.3624454148471616, 0.009316423787136041]]"
322,q18r1,brand_funnel,,6,3.4313,0.0946,"[[""2"", 246, 66, 0.2682926829268293, -0.08483630813319626], [""5"", 458, 181, 0.3951965065502183, 0.042067515490192775], [""3"", 67, 30, 0.44776119402985076, 0.09463220296982522], [""4"", 265, 86, 0.32452830188679244, -0.028600689173233107], [""1"", 45, 17, 0.37777777777777777, 0.024648786717752225]]"
323,q19r1,other,,3,3.4281,0.0727,"[[""1"", 364, 155, 0.4258241758241758, 0.07269518476415027], [""0"", 612, 186, 0.30392156862745096, -0.04920742243257459], [""__MISSING__"", 590, 212, 0.3593220338983051, 0.006193042838279539]]"
324,q21d_2026r16oe,channel_supplier,Why is [pipe: q21c_2026] your preferred place to purchase outdoor power equipment? - Other (please specify),19,3.4232,0.0015,"[[""__MISSING__"", 1548, 549, 0.3546511627906977, 0.0015221717306721505]]"
